id,name,satno,cospar id,vimpel id,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2)
41120,Briz-M auxiliary tank (DTB),41123,2015-075C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,12/11/2018,12.5663706143592,7.45360590058275,8.21789806830189
41121,Soyuz TMA-19M,41124,2015-076A,,Payload,7220,Cyl + Cone + Sphere + 2 Pan,2.7,7.9,10.6,18/06/2016,39.1493196825872,5.7255526111674,25.3440524641846
41122,Blok-I (Soyuz-FG),41125,2015-076B,,Rocket Body,2350,Cyl,2.7,6.7,6.7,17/12/2015,18.9744579027504,5.7255526111674,17.0706290814435
41123,NOAA 16 fragmentation debris,41126,2000-055BH,,Payload Fragmentation Debris,,,,,,,,,
41124,NOAA 16 fragmentation debris,41127,2000-055BJ,,Payload Fragmentation Debris,,,,,,,,,
41125,NOAA 16 fragmentation debris,41128,2000-055BK,,Payload Fragmentation Debris,,,,,,,,,
41126,NOAA 16 fragmentation debris,41129,2000-055BL,,Payload Fragmentation Debris,,,,,,,,,
41127,NOAA 16 fragmentation debris,41130,2000-055BM,,Payload Fragmentation Debris,,,,,,,,,
41128,NOAA 16 fragmentation debris,41131,2000-055BN,,Payload Fragmentation Debris,,,,,,,,,
41129,NOAA 16 fragmentation debris,41132,2000-055BP,,Payload Fragmentation Debris,,,,,,,,,
41130,NOAA 16 fragmentation debris,41133,2000-055BQ,,Payload Fragmentation Debris,,,,,,,,,
41131,NOAA 16 fragmentation debris,41134,2000-055BR,,Payload Fragmentation Debris,,,,,,,,,
41132,NOAA 16 fragmentation debris,41135,2000-055BS,,Payload Fragmentation Debris,,,,,,,,,
41133,NOAA 16 fragmentation debris,41136,2000-055BT,,Payload Fragmentation Debris,,,,,,,,,
41134,NOAA 16 fragmentation debris,41137,2000-055BU,,Payload Fragmentation Debris,,,,,,,,,
41135,NOAA 16 fragmentation debris,41138,2000-055BV,,Payload Fragmentation Debris,,,,,,,,,
41136,NOAA 16 fragmentation debris,41139,2000-055BW,,Payload Fragmentation Debris,,,,,,,,,
41137,NOAA 16 fragmentation debris,41140,2000-055BX,,Payload Fragmentation Debris,,,,,,,,,
41138,NOAA 16 fragmentation debris,41141,2000-055BY,,Payload Fragmentation Debris,,,,,,,,,
41139,NOAA 16 fragmentation debris,41142,2000-055BZ,,Payload Fragmentation Debris,,,,,,,,,
41140,NOAA 16 fragmentation debris,41143,2000-055CA,,Payload Fragmentation Debris,,,,,,,,,
41141,NOAA 16 fragmentation debris,41144,2000-055CB,,Payload Fragmentation Debris,,,,,,,,,
41142,NOAA 16 fragmentation debris,41145,2000-055CC,,Payload Fragmentation Debris,,,,,,,,,
41143,NOAA 16 fragmentation debris,41146,2000-055CD,,Payload Fragmentation Debris,,,,,,,,,
41144,NOAA 16 fragmentation debris,41147,2000-055CE,,Payload Fragmentation Debris,,,,,,,,,
41145,NOAA 16 fragmentation debris,41148,2000-055CF,,Payload Fragmentation Debris,,,,,,,,,
41146,NOAA 16 fragmentation debris,41149,2000-055CG,,Payload Fragmentation Debris,,,,,,,,,
41147,NOAA 16 fragmentation debris,41150,2000-055CH,,Payload Fragmentation Debris,,,,,,,,,
41148,NOAA 16 fragmentation debris,41151,2000-055CJ,,Payload Fragmentation Debris,,,,,,,,,
41149,NOAA 16 fragmentation debris,41152,2000-055CK,,Payload Fragmentation Debris,,,,,,,,,
41150,NOAA 16 fragmentation debris,41153,2000-055CL,,Payload Fragmentation Debris,,,,,,,,,
41151,NOAA 16 fragmentation debris,41154,2000-055CM,,Payload Fragmentation Debris,,,,,,,,,
41152,NOAA 16 fragmentation debris,41155,2000-055CN,,Payload Fragmentation Debris,,,,,,,,,
41153,NOAA 16 fragmentation debris,41156,2000-055CP,,Payload Fragmentation Debris,,,,,,,,,
41154,NOAA 16 fragmentation debris,41157,2000-055CQ,,Payload Fragmentation Debris,,,,,,,,,
41155,NOAA 16 fragmentation debris,41158,2000-055CR,,Payload Fragmentation Debris,,,,,,,,,
41156,NOAA 16 fragmentation debris,41159,2000-055CS,,Payload Fragmentation Debris,,,,,,,,,
41157,NOAA 16 fragmentation debris,41160,2000-055CT,,Payload Fragmentation Debris,,,,,,,,,
41158,NOAA 16 fragmentation debris,41161,2000-055CU,,Payload Fragmentation Debris,,,,,,,,,
41159,NOAA 16 fragmentation debris,41162,2000-055CV,,Payload Fragmentation Debris,,,,,,,,,
41160,NOAA 16 fragmentation debris,41163,2000-055CW,,Payload Fragmentation Debris,,,,,,,,,
41161,NOAA 16 fragmentation debris,41164,2000-055CX,,Payload Fragmentation Debris,,,,,,,,,
41162,NOAA 16 fragmentation debris,41165,2000-055CY,,Payload Fragmentation Debris,,,,,,,,,
41163,VELOX-C1,41166,2015-077A,,Payload,123,Box + 2 Pan,0.4,0.5,1,,0.517161848360003,0.16,0.348133333333333
41164,Kent Ridge 1,41167,2015-077B,,Payload,78,Box,0.2,0.4,0.4,,0.195959179422654,0.08,0.16
41165,Athenoxat-1,41168,2015-077C,,Payload,5,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075
41166,TeLEOS-1,41169,2015-077D,,Payload,400,Hex Cyl + 4 Pan,1.6,2,4,,9.75061767452613,1.66276877526612,5.31245105429973
41167,Galassia,41170,2015-077E,,Payload,3.4,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
41168,VELOX-II,41171,2015-077F,,Payload,13,Box + 2 Pan,0.1,0.3,0.6,,0.0839320185730409,0.01,0.0505333333333333
41169,PSLV fourth stage (PS4),41172,2015-077G,,Rocket Body,920,Cyl + Cyl + 2 Nozzle,2.1,2.7,2.7,,6.64420543289802,3.46360590058275,6.18501053675491
41170,Wukong,41173,2015-078A,,Payload,1900,Box + 2 Pan,1.5,2,4,,7.80254333806397,2.25,5.14133333333333
41171,Galileo FOC FM09,41174,2015-079A,,Payload,733,Box + 2 Pan,1.1,2.5,14.67,,23.13660103714,2.56,11.1555333333333
41172,Galileo FOC FM08,41175,2015-079B,,Payload,733,Box + 2 Pan,1.1,2.5,14.67,,23.13660103714,2.56,11.1555333333333
41173,Fregat-MT (Soyuz-ST-B Fregat-MT),41176,2015-079C,,Rocket Body,1050,Irr,3.3,1.7,3.3,,13.4735407373118,5.61,11.055
41174,Progress MS-01,41177,2015-080A,,Payload,7290,Cyl + Sphere + Cone + 2 Pan,2.7,7.9,7.9,03/07/2016,22.085082130326,5.7255526111674,19.6153191308513
41175,Blok-I (Soyuz-2-1A),41178,2015-080B,,Rocket Body,2350,Cyl,2.7,6.7,6.7,23/12/2015,18.668308636051,5.55716324493499,16.7759476905368
41176,Orbcomm FM114,41179,2015-081A,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41177,Orbcomm FM119,41180,2015-081B,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41178,Orbcomm FM105,41181,2015-081C,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41179,Orbcomm FM110,41182,2015-081D,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41180,Orbcomm FM118,41183,2015-081E,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41181,Orbcomm FM112,41184,2015-081F,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41182,Orbcomm FM113,41185,2015-081G,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41183,Orbcomm FM115,41186,2015-081H,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41184,Orbcomm FM108,41187,2015-081J,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41185,Orbcomm FM117,41188,2015-081K,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41186,Orbcomm FM116,41189,2015-081L,,Payload,172,Box + 1 Pan + 1 Ant,0.5,1,13,,3.1752,0.6728,2.22200735294117
41187,Cosmos-1842 debris,41190,1987-038C,,Payload Debris,,,,,,13/01/2016,,,
41188,Ekspress-AMU 1,41191,2015-082A,,Payload,5700,Cyl + 2 Pan,2.8,4.5,39.8,,96.9049269962761,6.15752160103599,40.7397109926592
41189,Briz-M (Proton-M/Briz-M),41192,2015-082B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
41190,Briz-M auxiliary tank (DTB),41193,2015-082C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,,12.5663706143592,7.45360590058275,8.21789806830189
41191,Gaofen 4,41194,2015-083A,,Payload,4600,Box + 2 Pan,2.5,5,30,,73.750702040974,6.25,34.0633333333333
41192,H-18 (Long March (CZ) YF) (Long March (CZ) 3B),41195,2015-083B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,28/10/2020,37.8656159633052,7.06858347057703,32.7511034136736
41193,NOAA 16 fragmentation debris,41196,2000-055CZ,,Payload Fragmentation Debris,,,,,,,,,
41194,NOAA 16 fragmentation debris,41197,2000-055DA,,Payload Fragmentation Debris,,,,,,,,,
41195,NOAA 16 fragmentation debris,41198,2000-055DB,,Payload Fragmentation Debris,,,,,,,,,
41196,NOAA 16 fragmentation debris,41199,2000-055DC,,Payload Fragmentation Debris,,,,,,,,,
41197,NOAA 16 fragmentation debris,41200,2000-055DD,,Payload Fragmentation Debris,,,,,,,,,
41198,NOAA 16 fragmentation debris,41201,2000-055DE,,Payload Fragmentation Debris,,,,,,,,,
41199,NOAA 16 fragmentation debris,41202,2000-055DF,,Payload Fragmentation Debris,,,,,,,,,
41200,NOAA 16 fragmentation debris,41203,2000-055DG,,Payload Fragmentation Debris,,,,,,,,,
41201,NOAA 16 fragmentation debris,41204,2000-055DH,,Payload Fragmentation Debris,,,,,,,,,
41202,NOAA 16 fragmentation debris,41205,2000-055DJ,,Payload Fragmentation Debris,,,,,,,,,
41203,NOAA 16 fragmentation debris,41206,2000-055DK,,Payload Fragmentation Debris,,,,,,,,,
41204,NOAA 16 fragmentation debris,41207,2000-055DL,,Payload Fragmentation Debris,,,,,,,,,
41205,NOAA 16 fragmentation debris,41208,2000-055DM,,Payload Fragmentation Debris,,,,,,,,,
41206,NOAA 16 fragmentation debris,41209,2000-055DN,,Payload Fragmentation Debris,,,,,,,,,
41207,NOAA 16 fragmentation debris,41210,2000-055DP,,Payload Fragmentation Debris,,,,,,,,,
41208,NOAA 16 fragmentation debris,41211,2000-055DQ,,Payload Fragmentation Debris,,,,,,,,,
41209,NOAA 16 fragmentation debris,41212,2000-055DR,,Payload Fragmentation Debris,,,,,,,,,
41210,NOAA 16 fragmentation debris,41213,2000-055DS,,Payload Fragmentation Debris,,,,,,,,,
41211,NOAA 16 fragmentation debris,41214,2000-055DT,,Payload Fragmentation Debris,,,,,,,,,
41212,NOAA 16 fragmentation debris,41215,2000-055DU,,Payload Fragmentation Debris,,,,,,,,,
41213,NOAA 16 fragmentation debris,41216,2000-055DV,,Payload Fragmentation Debris,,,,,,,,,
41214,NOAA 16 fragmentation debris,41217,2000-055DW,,Payload Fragmentation Debris,,,,,,,,,
41215,NOAA 16 fragmentation debris,41218,2000-055DX,,Payload Fragmentation Debris,,,,,,,,,
41216,NOAA 16 fragmentation debris,41219,2000-055DY,,Payload Fragmentation Debris,,,,,,,,,
41217,NOAA 16 fragmentation debris,41220,2000-055DZ,,Payload Fragmentation Debris,,,,,,,,,
41218,NOAA 16 fragmentation debris,41221,2000-055EA,,Payload Fragmentation Debris,,,,,,,,,
41219,NOAA 16 fragmentation debris,41222,2000-055EB,,Payload Fragmentation Debris,,,,,,,,,
41220,NOAA 16 fragmentation debris,41223,2000-055EC,,Payload Fragmentation Debris,,,,,,,,,
41221,NOAA 16 fragmentation debris,41224,2000-055ED,,Payload Fragmentation Debris,,,,,,,,,
41222,NOAA 16 fragmentation debris,41225,2000-055EE,,Payload Fragmentation Debris,,,,,,,,,
41223,NOAA 16 fragmentation debris,41226,2000-055EF,,Payload Fragmentation Debris,,,,,,,,,
41224,NOAA 16 fragmentation debris,41227,2000-055EG,,Payload Fragmentation Debris,,,,,,,,,
41225,NOAA 16 fragmentation debris,41228,2000-055EH,,Payload Fragmentation Debris,,,,,,,,,
41226,NOAA 16 fragmentation debris,41229,2000-055EJ,,Payload Fragmentation Debris,,,,,,,,,
41227,NOAA 16 fragmentation debris,41230,2000-055EK,,Payload Fragmentation Debris,,,,,,,,,
41228,NOAA 16 fragmentation debris,41231,2000-055EL,,Payload Fragmentation Debris,,,,,,,,,
41229,NOAA 16 fragmentation debris,41232,2000-055EM,,Payload Fragmentation Debris,,,,,,,,,
41230,NOAA 16 fragmentation debris,41233,2000-055EN,,Payload Fragmentation Debris,,,,,,,,,
41231,NOAA 16 fragmentation debris,41234,2000-055EP,,Payload Fragmentation Debris,,,,,,,,,
41232,NOAA 16 fragmentation debris,41235,2000-055EQ,,Payload Fragmentation Debris,,,,,,,,,
41233,NOAA 16 fragmentation debris,41236,2000-055ER,,Payload Fragmentation Debris,,,,,,,,,
41234,NOAA 16 fragmentation debris,41237,2000-055ES,,Payload Fragmentation Debris,,,,,,,,,
41235,BelinterSat-1,41238,2016-001A,,Payload,5200,Box + 2 Pan,2.5,5,30,,73.750702040974,6.25,34.0633333333333
41236,H-18 (Long March (CZ) YF) (Long March (CZ) 3B),41239,2016-001B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,04/07/2016,37.8656159633052,7.06858347057703,32.7511034136736
41237,Jason-3,41240,2016-002A,,Payload,553,Box + 2 Pan,1.9,3.7,9.7,,22.4333414510073,3.61,12.8231333333333
41238,IRNSS-R1E,41241,2016-003A,,Payload,1425,Box + 2 Pan,1.5,1.6,10,,14.2725439829423,2.25,6.96133333333333
41239,PSLV fourth stage (PS4) (PSLV-XL),41242,2016-003B,,Rocket Body,920,Cyl + Cyl + 2 Nozzle,2.8,2.7,2.7,,6.24736779780808,3.14159265358979,5.81194640914112
41240,NOAA 16 fragmentation debris,41243,2000-055ET,,Payload Fragmentation Debris,,,,,,,,,
41241,NOAA 16 fragmentation debris,41244,2000-055EU,,Payload Fragmentation Debris,,,,,,,,,
41242,NOAA 16 fragmentation debris,41245,2000-055EV,,Payload Fragmentation Debris,,,,,,,,,
41243,NOAA 16 fragmentation debris,41246,2000-055EW,,Payload Fragmentation Debris,,,,,,,,,
41244,NOAA 16 fragmentation debris,41247,2000-055EX,,Payload Fragmentation Debris,,,,,,,,,
41245,NOAA 16 fragmentation debris,41248,2000-055EY,,Payload Fragmentation Debris,,,,,,,,,
41246,NOAA 16 fragmentation debris,41249,2000-055EZ,,Payload Fragmentation Debris,,,,,,,,,
41247,NOAA 16 fragmentation debris,41250,2000-055FA,,Payload Fragmentation Debris,,,,,,,,,
41248,NOAA 16 fragmentation debris,41251,2000-055FB,,Payload Fragmentation Debris,,,,,,,,,
41249,NOAA 16 fragmentation debris,41252,2000-055FC,,Payload Fragmentation Debris,,,,,,,,,
41250,NOAA 16 fragmentation debris,41253,2000-055FD,,Payload Fragmentation Debris,,,,,,,,,
41251,NOAA 16 fragmentation debris,41254,2000-055FE,,Payload Fragmentation Debris,,,,,,,,,
41252,NOAA 16 fragmentation debris,41255,2000-055FF,,Payload Fragmentation Debris,,,,,,,,,
41253,NOAA 16 fragmentation debris,41256,2000-055FG,,Payload Fragmentation Debris,,,,,,,,,
41254,NOAA 16 fragmentation debris,41257,2000-055FH,,Payload Fragmentation Debris,,,,,,,,,
41255,NOAA 16 fragmentation debris,41258,2000-055FJ,,Payload Fragmentation Debris,,,,,,,,,
41256,NOAA 16 fragmentation debris,41259,2000-055FK,,Payload Fragmentation Debris,,,,,,,,,
41257,NOAA 16 fragmentation debris,41260,2000-055FL,,Payload Fragmentation Debris,,,,,,,,,
41258,NOAA 16 fragmentation debris,41261,2000-055FM,,Payload Fragmentation Debris,,,,,,,,,
41259,NOAA 16 fragmentation debris,41262,2000-055FN,,Payload Fragmentation Debris,,,,,,,,,
41260,NOAA 16 fragmentation debris,41263,2000-055FP,,Payload Fragmentation Debris,,,,,,,,,
41261,NOAA 16 fragmentation debris,41264,2000-055FQ,,Payload Fragmentation Debris,,,,,,,,,
41262,NOAA 16 fragmentation debris,41265,2000-055FR,,Payload Fragmentation Debris,,,,,,,,,
41263,NOAA 16 fragmentation debris,41266,2000-055FS,,Payload Fragmentation Debris,,,,,,,,,
41264,NOAA 16 fragmentation debris,41267,2000-055FT,,Payload Fragmentation Debris,,,,,,,,,
41265,NOAA 16 fragmentation debris,41268,2000-055FU,,Payload Fragmentation Debris,,,,,,,,,
41266,NOAA 16 fragmentation debris,41269,2000-055FV,,Payload Fragmentation Debris,,,,,,,,,
41267,NOAA 16 fragmentation debris,41270,2000-055FW,,Payload Fragmentation Debris,,,,,,,,,
41268,NOAA 16 fragmentation debris,41271,2000-055FX,,Payload Fragmentation Debris,,,,,,,,,
41269,NOAA 16 fragmentation debris,41272,2000-055FY,,Payload Fragmentation Debris,,,,,,,,,
41270,NOAA 16 fragmentation debris,41273,2000-055FZ,,Payload Fragmentation Debris,,,,,,,,,
41271,NOAA 16 fragmentation debris,41274,2000-055GA,,Payload Fragmentation Debris,,,,,,,,,
41272,NOAA 16 fragmentation debris,41275,2000-055GB,,Payload Fragmentation Debris,,,,,,,,,
41273,NOAA 16 fragmentation debris,41276,2000-055GC,,Payload Fragmentation Debris,,,,,,,,,
41274,NOAA 16 fragmentation debris,41277,2000-055GD,,Payload Fragmentation Debris,,,,,,,,,
41275,NOAA 16 fragmentation debris,41278,2000-055GE,,Payload Fragmentation Debris,,,,,,,,,
41276,NOAA 16 fragmentation debris,41279,2000-055GF,,Payload Fragmentation Debris,,,,,,,,,
41277,NOAA 16 fragmentation debris,41280,2000-055GG,,Payload Fragmentation Debris,,,,,,,,,
41278,NOAA 16 fragmentation debris,41281,2000-055GH,,Payload Fragmentation Debris,,,,,,,,,
41279,NOAA 16 fragmentation debris,41282,2000-055GJ,,Payload Fragmentation Debris,,,,,,,,,
41280,NOAA 16 fragmentation debris,41283,2000-055GK,,Payload Fragmentation Debris,,,,,,,,,
41281,NOAA 16 fragmentation debris,41284,2000-055GL,,Payload Fragmentation Debris,,,,,,,,,
41282,NOAA 16 fragmentation debris,41285,2000-055GM,,Payload Fragmentation Debris,,,,,,,,,
41283,NOAA 16 fragmentation debris,41286,2000-055GN,,Payload Fragmentation Debris,,,,,,,,,
41284,NOAA 16 fragmentation debris,41287,2000-055GP,,Payload Fragmentation Debris,,,,,,,,,
41285,NOAA 16 fragmentation debris,41288,2000-055GQ,,Payload Fragmentation Debris,,,,,,,,,
41286,NOAA 16 fragmentation debris,41289,2000-055GR,,Payload Fragmentation Debris,,,,,,,,,
41287,NOAA 16 fragmentation debris,41290,2000-055GS,,Payload Fragmentation Debris,,,,,,,,,
41288,NOAA 16 fragmentation debris,41291,2000-055GT,,Payload Fragmentation Debris,,,,,,,,,
41289,NOAA 16 fragmentation debris,41292,2000-055GU,,Payload Fragmentation Debris,,,,,,,,,
41290,NOAA 16 fragmentation debris,41293,2000-055GV,,Payload Fragmentation Debris,,,,,,,,,
41291,NOAA 16 fragmentation debris,41294,2000-055GW,,Payload Fragmentation Debris,,,,,,,,,
41292,NOAA 16 fragmentation debris,41295,2000-055GX,,Payload Fragmentation Debris,,,,,,,,,
41293,NOAA 16 fragmentation debris,41296,2000-055GY,,Payload Fragmentation Debris,,,,,,,,,
41294,NOAA 16 fragmentation debris,41297,2000-055GZ,,Payload Fragmentation Debris,,,,,,,,,
41295,NOAA 16 fragmentation debris,41298,2000-055HA,,Payload Fragmentation Debris,,,,,,,,,
41296,NOAA 16 fragmentation debris,41299,2000-055HB,,Payload Fragmentation Debris,,,,,,,,,
41297,NOAA 16 fragmentation debris,41300,2000-055HC,,Payload Fragmentation Debris,,,,,,,,,
41298,NOAA 16 fragmentation debris,41301,2000-055HD,,Payload Fragmentation Debris,,,,,,,,,
41299,NOAA 16 fragmentation debris,41302,2000-055HE,,Payload Fragmentation Debris,,,,,,,,,
41300,NOAA 16 fragmentation debris,41303,2000-055HF,,Payload Fragmentation Debris,,,,,,,,,
41301,NOAA 16 fragmentation debris,41304,2000-055HG,,Payload Fragmentation Debris,,,,,,,,,
41302,NOAA 16 fragmentation debris,41305,2000-055HH,,Payload Fragmentation Debris,,,,,,,,,
41303,NOAA 16 fragmentation debris,41306,2000-055HJ,,Payload Fragmentation Debris,,,,,,,,,
41304,NOAA 16 fragmentation debris,41307,2000-055HK,,Payload Fragmentation Debris,,,,,,,,,
41305,Intelsat 29e (IS-29e),41308,2016-004A,,Payload,6552,Box + 2 Pan,3,7.5,44,,131.468977397747,9,59.9526666666667
41306,ESC-A (Ariane 5ECA),41309,2016-004B,,Rocket Body,5000,Cyl + 1 Nozzle,5.5,7,7,,44.7172401346055,23.3282889483127,41.627084407769
41307,Eutelsat 9B,41310,2016-005A,,Payload,5162,Box + 2 Pan,2.8,5.5,39,,104.235863414948,7.84,46.4849333333333
41308,Briz-M (Proton-M/Briz-M),41311,2016-005B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
41309,Briz-M auxiliary tank (DTB),41312,2016-005C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,,12.5663706143592,7.45360590058275,8.21789806830189
41310,AggieSat-4,41313,1998-067HP,,Payload,51,Box,0.4,0.8,0.8,12/03/2018,0.783836717690617,0.32,0.64
41311,Bevo-2,41314,1998-067HQ,,Payload,4,Box,0.1,0.3,0.3,13/06/2017,0.099498743710662,0.03,0.075
41312,Beidou DW 21,41315,2016-006A,,Payload,1150,Box + 2 Pan,1.7,2.2,10,,17.3155511995055,2.89,8.9844
41313,YZ-1 (Long March (CZ) 3C/YZ-1),41316,2016-006B,,Rocket Body,2075,Double Cone,3,4,4,,7.06858347057703,5.65486677646163,5.89048622548086
41314,Briz-M (99530) fragmentation debris,41317,2012-026D,80300,Rocket Fragmentation Debris,,,,,,,,,
41315,Briz-M (99530) fragmentation debris,41318,2012-026E,81500,Rocket Fragmentation Debris,,,,,,,,,
41316,Briz-M (99530) fragmentation debris,41319,2012-026F,,Rocket Fragmentation Debris,,,,,,,,,
41317,Briz-M (99530) fragmentation debris,41320,2012-026G,,Rocket Fragmentation Debris,,,,,,,,,
41318,Briz-M (99530) fragmentation debris,41321,2012-026H,81300,Rocket Fragmentation Debris,,,,,,,,,
41319,Briz-M (99530) fragmentation debris,41322,2012-026J,,Rocket Fragmentation Debris,,,,,,,,,
41320,Briz-M (99530) fragmentation debris,41323,2012-026K,81000,Rocket Fragmentation Debris,,,,,,,,,
41321,Briz-M (99530) fragmentation debris,41324,2012-026L,,Rocket Fragmentation Debris,,,,,,,,,
41322,H-18 (Long March (CZ) YF) (Long March (CZ) 3C/YZ-1),41325,2016-006C,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,04/10/2019,37.8656159633052,7.06858347057703,32.7511034136736
41323,ISS EVA operational debris (VKD-42),41326,1998-067HR,,Payload Mission Related Object,,,,,,10/03/2016,,,
41324,"ISS operational debris (Fleshka ""SMS na MKS"" - USB flash drive ""SMS to ISS"")",41327,1998-067HS,,Payload Mission Related Object,,Cyl,0.1,0.2,0.2,25/03/2016,0.0214868570876899,0.00785398163397448,0.0196349540849362
41325,"GPS IIF-12 (Navstar 70, USA 266)",41328,2016-007A,,Payload,1630,Box + 2 Pan,1.8,2.5,18,,30.4698406635167,3.24,13.9596
41326,Centaur-5 SEC (Atlas V 401),41329,2016-007B,,Rocket Body,2020,Cyl + 1 Nozzle,3.1,11.7,11.7,,37.0470014749928,7.54767635024948,32.2602295615502
41327,Cosmos-2514,41330,2016-008A,,Payload,1450,Cyl + 1 Ant + 2 Pan,1.5,4,7.8,,14.500342033256,1.76714586764426,8.46662858087348
41328,Fregat-M (Soyuz-2-1B Fregat-M),41331,2016-008B,,Rocket Body,1000,Irr,3.3,1.7,3.3,,13.4735407373118,5.61,11.055
41329,Kwangmyongsong-4-ho,41332,2016-009A,,Payload,100,Box,0.6,0.8,0.8,,0.932952303175248,0.48,0.8
41330,FG-28M2 (Unha-3),41333,2016-009B,,Rocket Body,50,Cyl,0.3,1.8,1.8,,2.56290501518598,1.22718463030851,2.38073818279852
41331,USA 267 (NROL 45),41334,2016-010A,,Payload,,Box + 1 Dish,,,,,,,
41332,Sentinel-3A,41335,2016-011A,,Payload,1130,Box + 1 Pan,2.2,3.7,6.9,,18.1199044406064,4.84,12.4538666666667
41333,Briz-KM (Rokot-KM),41336,2016-011B,,Rocket Body,2370,Cyl,2.6,4.1,4.1,,11.9089956390097,5.30929158456675,11.0269902141002
41334,Hitomi (ASTRO-H),41337,2016-012A,,Payload,2700,Oct Cyl + 2 Pan + 1 Truss,2.2,4.5,14,,31.2432302088361,3.42239682094289,16.2620637046336
41335,Kinshachi 2,41338,2016-012B,,Payload,50,Box,0.5,0.6,0.6,,0.556417109729742,0.3,0.48
