,Name,LDate,Span,Perigee,Apogee,Inc,cospar id,mass(kg),length(m),height(m),depth(m),Unused,Days,OwnerF,StateF,ManufacturerF,BusF,OpOrbitF,shapeF
11302,Kosmos-2375,2000-10-13,7.8,19119.0,19128.0,64.84,2000-063B,1300.0,1.5,4.0,7.8,True,,316,30,175,353,4,186
11303,Kosmos-2376,2000-10-13,7.8,19120.0,19129.0,64.84,2000-063C,1300.0,1.5,4.0,7.8,True,,316,30,175,353,4,186
11307,Progress M-43,2000-10-16,7.9,186.0,228.0,51.64,2000-064A,6860.0,2.7,7.9,7.9,True,4.886111111111111,98,30,236,439,1,93
11313,Thuraya 1,2000-10-21,34.0,35765.0,35806.0,6.13,2000-066A,5108.0,17.0,12.2,34.0,True,,358,48,286,640,22,144
11315,GE 6,2000-10-21,27.0,35781.0,35792.0,0.02,2000-067A,3552.0,2.5,6.1,27.0,False,376.0,160,0,242,572,16,119
11319,Kosmos-2306 SS 7,1995-03-02,0.2,195.0,208.0,65.8,1995-008N,5.0,0.2,0.2,0.2,True,2064.0,59,30,44,282,1,4
11320,Kosmos-2306 SS 8,1995-03-02,0.2,216.0,242.0,65.84,1995-008P,5.0,0.2,0.2,0.2,True,2067.0,59,30,44,282,1,4
11321,Kosmos-2306 SS 9,1995-03-02,0.2,178.0,185.0,65.84,1995-008Q,5.0,0.2,0.2,0.2,True,2066.0,59,30,44,282,1,4
11322,Kosmos-2306 SS 10,1995-03-02,0.2,199.0,223.0,65.81,1995-008R,5.0,0.2,0.2,0.2,True,2066.0,59,30,44,282,1,4
11323,Kosmos-2306 SS 11,1995-03-02,0.2,182.0,191.0,65.8,1995-008S,5.0,0.2,0.2,0.2,True,2066.0,59,30,44,282,1,4
11324,Kosmos-2306 SS 12,1995-03-02,0.2,172.0,185.0,65.81,1995-008T,5.0,0.2,0.2,0.2,True,2066.0,59,30,44,282,1,4
11325,Europe*Star 1,2000-10-29,24.7,35771.0,35801.0,0.02,2000-068A,4167.0,2.7,5.5,24.7,False,1706.0,359,2,185,429,16,187
11327,Kosmos-2306 SS 13,1995-03-02,0.2,102.0,207.0,65.77,1995-008U,5.0,0.2,0.2,0.2,True,2068.0,59,30,44,282,1,4
11328,Kosmos-2306 SS 14,1995-03-02,0.2,125.0,138.0,65.82,1995-008V,5.0,0.2,0.2,0.2,True,2068.0,59,30,44,282,1,4
11329,Kosmos-2306 SS 15,1995-03-02,0.2,133.0,160.0,65.8,1995-008W,5.0,0.2,0.2,0.2,True,2068.0,59,30,44,282,1,4
11330,Kosmos-2306 SS 16,1995-03-02,0.2,157.0,161.0,65.8,1995-008X,5.0,0.2,0.2,0.2,True,2068.0,59,30,44,282,1,4
11331,Kosmos-2306 SS 17,1995-03-02,0.2,122.0,176.0,65.84,1995-008Y,5.0,0.2,0.2,0.2,True,2068.0,59,30,44,282,1,4
11332,Kosmos-2306 SS 18,1995-03-02,0.2,148.0,192.0,65.82,1995-008Z,5.0,0.2,0.2,0.2,True,2068.0,59,30,44,282,1,4
11333,Kosmos-2306 SS 19,1995-03-02,0.2,124.0,153.0,65.82,1995-008AA,5.0,0.2,0.2,0.2,True,2068.0,59,30,44,282,1,4
11334,Beidou Daohang Shiyan Wei.,2000-10-30,18.0,35760.0,35811.0,0.13,2000-069A,2500.0,3.0,3.0,6.0,True,,360,11,84,508,16,131
11336,Soyuz TM-31,2000-10-31,10.6,378.0,385.0,51.57,2000-070A,7120.0,2.7,7.9,7.9,True,2.3895833333333334,98,30,107,397,1,93
11338,GPS IIR-6,2000-11-10,19.3,20177.0,20498.0,55.06,2000-071A,1077.0,1.9,1.5,19.3,False,,218,0,223,628,4,119
11341,PAS 1R,2000-11-16,41.0,35786.0,35787.0,0.04,2000-072A,4793.0,3.5,6.2,41.0,False,2268.0,172,0,286,641,16,119
11342,AMSAT-OSCAR-40,2000-11-16,6.0,613.0,39277.0,6.42,2000-072B,550.0,2.2,0.7,6.0,True,,361,9,151,642,17,130
11343,STRV 1c,2000-11-16,0.7,609.0,39255.0,6.43,2000-072C,95.0,0.7,0.7,0.7,True,,362,2,287,510,17,23
11344,STRV 1d,2000-11-16,0.7,613.0,39277.0,6.42,2000-072D,95.0,0.7,0.7,0.7,True,,362,2,287,510,17,23
11347,Progress M1-4,2000-11-16,7.9,376.0,383.0,51.58,2000-073A,7281.0,2.7,7.9,7.9,True,2.157638888888889,98,30,236,618,1,93
11349,QuickBird 1,2000-11-20,3.0,81.0,614.0,65.78,2000-074A,931.0,1.0,2.5,3.0,True,,296,0,14,599,1,119
11350,EO-1,2000-11-21,5.0,682.0,729.0,98.28,2000-075A,588.0,1.3,0.7,5.0,True,,2,0,288,643,10,188
11351,SAC-C,2000-11-21,8.0,687.0,707.0,98.21,2000-075B,467.0,2.2,1.9,6.0,True,,363,26,289,644,10,189
11352,Munin,2000-11-21,0.3,697.0,1800.0,95.44,2000-075C,6.0,0.2,0.2,0.3,True,,364,22,290,645,10,23
11355,Anik F1,2000-11-21,45.6,35784.0,35789.0,0.02,2000-076A,4852.0,3.5,6.2,45.6,False,,92,3,286,641,16,119
11357,Sirius FM-3,2000-11-30,24.8,24455.0,47118.0,63.34,2000-077A,3765.0,5.6,5.2,24.8,False,,351,0,185,429,13,119
11361,Endeavour (STS-97),2000-12-01,37.3,207.0,322.0,51.58,2000-078A,116264.0,23.8,37.3,37.3,True,1.832638888888889,93,0,231,335,1,136
11362,EROS A1,2000-12-05,4.0,491.0,503.0,97.32,2000-079A,250.0,1.2,2.3,4.0,True,,365,24,168,646,12,190
11365,Astra 2D,2000-12-20,8.0,35886.0,35895.0,0.29,2000-081A,1414.0,2.2,8.0,8.0,False,,177,25,286,547,18,2
11366,GE 8,2000-12-20,14.5,35784.0,35795.0,0.05,2000-081B,2015.0,3.6,4.1,14.5,False,316.0,160,0,242,637,16,119
11367,LDREX,2000-12-20,6.0,215.0,35577.0,1.91,2000-081C,140.0,0.7,1.8,6.0,True,3378.0,112,10,147,647,17,191
11370,Beidou Daohang Shiyan Wei. 2,2000-12-20,18.0,35776.0,35796.0,0.11,2000-082A,2500.0,3.0,3.0,6.0,True,,360,11,84,508,16,131
11372,Shenzhou 2,2001-01-09,10.0,330.0,340.0,42.57,2001-001A,8400.0,3.2,10.0,10.0,True,7.473611111111111,333,11,262,607,1,179
11374,Turksat 2A,2001-01-10,37.0,35638.0,35932.0,0.02,2001-002A,3535.0,2.5,5.0,37.0,True,,366,34,254,648,16,119
11376,Shenzhou 2 Guidao Cang,2001-01-09,4.3,329.0,345.0,42.59,2001-001C,1700.0,2.8,4.3,4.3,True,227.0,333,11,262,608,1,2
11377,Progress M1-5,2001-01-24,7.9,256.0,282.0,51.65,2001-003A,7300.0,2.7,7.9,7.9,True,3.23125,98,30,236,618,1,93
11379,GPS IIR-7,2001-01-30,19.3,20104.0,20266.0,55.0,2001-004A,1077.0,1.9,1.5,19.3,False,,218,0,223,628,4,119
11382,SICRAL 1,2001-02-07,24.5,35445.0,35766.0,0.07,2001-005A,2596.0,3.4,4.9,24.5,False,,367,4,181,649,18,119
11383,Skynet 4F,2001-02-07,16.1,35775.0,35795.0,3.33,2001-005B,1489.0,1.9,1.8,16.1,True,989.0,68,2,291,344,22,131
11386,Atlantis (STS-98),2001-02-07,37.3,183.0,337.0,51.3,2001-006A,115527.0,23.8,37.3,37.3,True,2.701388888888889,93,0,231,335,1,141
11387,Odin,2001-02-20,3.8,611.0,621.0,97.83,2001-007A,250.0,1.1,2.0,3.8,False,,161,22,292,650,10,192
11391,Progress M-44,2001-02-26,7.9,373.0,384.0,51.57,2001-008A,6860.0,2.7,7.9,7.9,True,2.4090277777777778,98,30,236,439,1,93
11394,Discovery (STS-102),2001-03-08,37.3,370.0,381.0,51.57,2001-010A,115527.0,23.8,37.3,37.3,True,2.276388888888889,93,0,231,335,1,141
11395,Eurobird 1,2001-03-08,29.0,35757.0,35814.0,0.03,2001-011A,3050.0,2.3,3.5,29.0,False,116.0,148,18,254,580,16,119
11396,BSAT-2a,2001-03-08,16.1,35703.0,36251.0,0.22,2001-011B,1317.0,2.5,3.8,16.1,True,,281,10,293,561,18,119
11400,XM-2,2001-03-18,40.4,35785.0,35787.0,0.06,2001-012A,4682.0,3.3,7.0,40.4,True,,368,0,286,641,16,119
11402,Mars Odyssey,2001-04-07,8.5,185.0,-87213.0,51.83,2001-013A,725.0,2.6,2.2,8.5,True,1.0138888888888888,8,0,245,584,3,163
11404,Ekran-M,2001-04-07,9.0,35393.0,35679.0,2.01,2001-014A,2100.0,2.5,5.5,9.0,True,,215,30,205,285,18,129
11408,GSAT-1,2001-04-18,9.6,33800.0,35725.0,0.97,2001-015A,1530.0,1.6,2.4,9.6,True,,109,14,117,482,18,119
11410,Endeavour (STS-100),2001-04-19,37.3,331.0,375.0,51.57,2001-016A,103504.0,23.8,37.3,37.3,True,2.5819444444444444,93,0,231,335,1,136
11411,Soyuz TM-32,2001-04-28,10.6,380.0,403.0,51.57,2001-017A,7120.0,2.7,7.9,7.9,True,2.33125,98,30,107,397,1,93
11413,XM-1,2001-05-08,40.4,35785.0,35787.0,0.03,2001-018A,4667.0,3.3,7.0,40.4,True,,368,0,286,641,16,119
11415,PAS 10,2001-05-15,26.0,35769.0,35803.0,0.01,2001-019A,3772.0,2.3,6.0,26.0,False,2088.0,172,0,286,565,16,119
11419,GeoLITE,2001-05-18,8.8,,,,2001-020A,1870.0,1.8,3.0,8.8,True,,297,0,4,651,16,168
11422,Progress M1-6,2001-05-20,7.9,374.0,398.0,51.57,2001-021A,7300.0,2.7,7.9,7.9,True,3.015972222222222,98,30,236,618,1,93
11424,Kosmos-2377,2001-05-29,6.3,163.0,344.0,67.11,2001-022A,6600.0,2.7,6.3,6.3,True,,289,30,236,339,1,116
11426,Kosmos-2378,2001-06-08,17.0,963.0,1010.0,82.93,2001-023A,800.0,2.0,5.0,17.0,True,,214,30,175,260,0,58
11428,INTELSAT 901,2001-06-09,31.0,35773.0,35799.0,0.02,2001-024A,4723.0,2.8,5.6,31.0,False,39.0,38,5,185,652,16,183
11430,Astra 2C,2001-06-16,26.0,35768.0,35804.0,0.08,2001-025A,3643.0,5.0,4.0,26.0,False,,177,25,286,565,16,131
11434,ICO F2,2001-06-19,26.4,10103.0,10126.0,44.95,2001-026A,2700.0,2.3,4.7,26.4,True,,369,2,286,653,4,131
11436,WMAP,2001-06-30,5.0,3144.0,347874.0,28.31,2001-027A,840.0,2.0,3.8,5.0,True,1.5472222222222223,2,0,22,654,7,193
11438,Atlantis (STS-104),2001-07-12,37.3,237.0,307.0,51.57,2001-028A,117127.0,23.8,37.3,37.3,True,2.1305555555555555,93,0,231,335,1,141
11439,Artemis,2001-07-12,24.7,35780.0,35790.0,1.93,2001-029A,3105.0,3.0,4.9,24.7,True,4966.0,110,15,181,464,16,119
11440,BSAT-2b,2001-07-12,15.7,589.0,17472.0,2.93,2001-029B,1298.0,2.2,3.8,15.7,True,,370,0,293,561,8,119
11443,Molniya-3,2001-07-20,8.6,407.0,40831.0,62.86,2001-030A,1780.0,1.4,4.4,8.6,True,,371,30,205,256,26,30
11447,GOES 12,2001-07-23,26.9,35767.0,35807.0,0.18,2001-031A,2279.0,2.5,4.6,26.9,True,,69,0,185,429,16,119
11449,Koronas F,2001-07-31,12.0,486.0,530.0,82.49,2001-032A,2260.0,2.3,5.0,12.0,True,1589.0,372,30,44,283,1,116
11454,Genesis,2001-08-08,7.9,189.0,1225640.0,28.7,2001-034A,636.0,2.0,2.3,7.9,True,1.2847222222222223,8,0,229,655,7,131
11457,Discovery (STS-105),2001-08-10,37.3,155.0,233.0,51.63,2001-035A,116225.0,23.8,37.3,37.3,True,2.779166666666667,93,0,231,335,1,141
11458,Simplesat,2001-08-10,0.7,385.0,403.0,51.64,2001-035B,52.0,0.5,0.7,0.7,True,,2,0,22,656,1,14
11459,Progress M-45,2001-08-21,7.9,297.0,315.0,51.64,2001-036A,7300.0,2.7,7.9,7.9,True,2.4159722222222224,98,30,236,439,1,93
11461,Kosmos-2379,2001-08-24,10.0,35767.0,35803.0,1.52,2001-037A,2200.0,2.0,5.0,10.0,True,,59,30,103,657,16,117
11467,LRE,2001-08-29,0.5,255.0,36152.0,28.47,2001-038A,86.0,0.5,0.5,0.5,True,,112,10,294,658,17,4
11469,INTELSAT 902,2001-08-30,31.0,35776.0,35796.0,0.01,2001-039A,4723.0,2.8,5.6,31.0,False,,373,49,185,652,16,183
11471,USA 160,2001-09-08,2.0,,,63.0,2001-040A,1000.0,2.0,2.0,2.0,True,,374,0,229,659,0,2
11474,Progress M-SO1,2001-09-14,3.5,239.0,265.0,51.64,2001-041A,3000.0,2.7,3.5,3.5,True,3.045138888888889,98,30,236,439,1,2
11476,Atlantic Bird 2,2001-09-25,29.0,35767.0,35805.0,0.03,2001-042A,3150.0,4.7,3.4,29.0,True,3810.0,375,6,254,580,16,119
11478,Starshine-OSCAR-43,2001-09-30,0.9,467.0,474.0,67.05,2001-043A,90.0,0.9,0.9,0.9,True,478.0,2,0,19,598,1,4
11479,Picosat,2001-09-30,6.0,789.0,799.0,67.0,2001-043B,68.0,0.4,0.7,6.0,True,,218,0,172,630,0,181
11480,Navy-OSCAR-44,2001-09-30,0.7,790.0,801.0,67.06,2001-043C,10.0,0.2,0.2,0.7,True,,376,0,295,660,0,47
11481,Navy-OSCAR-45,2001-09-30,0.5,792.0,801.0,67.05,2001-043D,16.0,0.5,0.5,0.5,True,,377,0,268,661,0,8
11484,Raduga-1,2001-10-06,20.0,35784.0,35788.0,0.58,2001-045A,2500.0,2.0,5.0,20.0,True,,378,30,205,590,16,131
11495,QuickBird 2,2001-10-18,5.2,461.0,465.0,97.22,2001-047A,1028.0,1.6,3.0,5.2,True,,296,0,14,599,12,119
11497,Soyuz TM-33,2001-10-21,10.6,387.0,399.0,51.64,2001-048A,7120.0,2.7,7.9,7.9,True,2.4472222222222224,98,30,107,397,1,93
11499,TES,2001-10-22,11.7,550.0,579.0,97.78,2001-049A,1108.0,2.0,2.8,11.7,True,,109,14,296,413,12,131
11500,PROBA,2001-10-22,0.8,553.0,676.0,97.91,2001-049B,94.0,0.8,0.6,0.8,False,,110,15,297,662,10,23
11501,BIRD,2001-10-22,1.5,550.0,580.0,97.78,2001-049C,92.0,0.6,0.5,1.5,False,,198,9,298,663,12,131
11503,Molniya-3,2001-10-25,8.6,615.0,40659.0,62.85,2001-050A,1780.0,1.4,4.4,8.6,True,3694.0,371,30,205,256,26,30
11507,Progress M1-7,2001-11-26,7.9,229.0,244.0,51.64,2001-051A,7331.0,2.7,7.9,7.9,True,2.821527777777778,98,30,236,618,1,93
11509,DirecTV-4S,2001-11-27,26.2,35781.0,35791.0,0.03,2001-052A,4300.0,3.6,2.7,26.2,True,,331,0,286,565,16,119
11511,Kosmos-2382,2001-12-01,7.8,19107.0,19126.0,64.83,2001-053A,1450.0,1.5,4.0,7.8,True,,379,30,205,353,4,186
11512,Kosmos-2381,2001-12-01,7.8,19099.0,19131.0,64.84,2001-053B,1400.0,1.5,4.0,7.8,True,,379,30,175,353,4,186
11513,Kosmos-2380,2001-12-01,7.8,19105.0,19126.0,64.84,2001-053C,1400.0,1.5,4.0,7.8,True,,379,30,175,353,4,186
11519,Endeavour (STS-108),2001-12-05,37.3,225.0,230.0,51.6,2001-054A,114647.0,23.8,37.3,37.3,True,2.8354166666666667,93,0,231,335,1,136
11520,Starshine 2,2001-12-05,0.5,360.0,391.0,51.64,2001-054B,39.0,0.5,0.5,0.5,True,,2,0,19,598,1,4
11521,Jason,2001-12-07,6.0,1320.0,1328.0,66.05,2001-055A,500.0,1.9,3.3,6.0,True,,380,6,254,664,0,119
11522,TIMED,2001-12-07,11.7,626.0,628.0,74.08,2001-055B,587.0,1.6,2.7,11.7,False,,2,0,6,665,0,119
11525,Meteor-3M No. 1,2001-12-10,14.0,996.0,1016.0,99.65,2001-056A,2476.0,2.9,6.5,14.0,True,,253,30,201,381,10,20
11526,Kompass,2001-12-10,1.2,987.0,1014.0,99.64,2001-056B,80.0,0.2,0.5,0.5,True,,381,30,299,666,10,194
11527,Badr B,2001-12-10,6.5,985.0,1014.0,99.65,2001-056C,69.0,0.5,0.5,6.5,True,,382,50,300,667,10,181
11528,Zarkae Al Yamama,2001-12-10,0.4,985.0,1014.0,99.65,2001-056D,45.0,0.4,0.3,0.4,False,,383,51,182,500,10,23
11529,Reflector,2001-12-10,1.5,984.0,1014.0,99.65,2001-056E,6.0,0.5,1.5,1.5,True,,384,30,301,668,10,23
11534,Kosmos-2383,2001-12-21,17.0,404.0,415.0,65.0,2001-057A,3150.0,1.3,10.0,17.0,True,,214,30,164,415,1,20
11536,Kosmos-2384,2001-12-28,7.0,1411.0,1418.0,82.53,2001-058A,225.0,0.8,1.6,7.0,True,,378,30,205,384,0,178
11537,Kosmos-2385,2001-12-28,7.0,1416.0,1417.0,82.54,2001-058B,225.0,0.8,1.6,7.0,False,,378,30,205,384,0,178
11538,Kosmos-2386,2001-12-28,7.0,1404.0,1417.0,82.54,2001-058C,225.0,0.8,1.6,7.0,False,,378,30,205,384,0,178
11539,Gonets-D1 No. 22L,2001-12-28,7.0,1416.0,1431.0,82.54,2001-058D,225.0,0.8,1.6,7.0,True,,271,30,205,384,0,58
11540,Gonets-D1 No. 23L,2001-12-28,7.0,1416.0,1425.0,82.54,2001-058E,225.0,0.8,1.6,7.0,True,,271,30,205,384,0,58
11541,Gonets-D1 No. 24L,2001-12-28,7.0,1414.0,1419.0,82.54,2001-058F,225.0,0.8,1.6,7.0,True,,271,30,205,384,0,58
11545,Milstar 5,2002-01-16,35.0,35758.0,35815.0,1.7,2002-001A,4500.0,5.0,15.5,35.0,False,,218,0,223,504,16,177
11547,Insat 3C,2002-01-23,15.4,35777.0,35795.0,0.1,2002-002A,2750.0,1.7,2.8,15.4,True,,109,14,117,482,16,119
11550,Tsubasa,2002-02-04,3.3,480.0,35734.0,28.55,2002-003A,449.0,1.6,2.0,3.3,True,,112,10,302,669,17,119
11551,VEP-3,2002-02-04,6.1,483.0,35691.0,28.55,2002-003B,86.0,0.5,0.7,0.7,True,,112,10,207,503,17,13
11553,RHESSI,2002-02-05,5.7,588.0,609.0,38.04,2002-004A,304.0,1.1,2.2,5.7,False,,2,0,211,489,1,195
11555,Iridium 91,2002-02-11,5.0,629.0,644.0,86.57,2002-005A,655.0,1.0,4.06,8.37,True,6239.360416666666,385,0,241,546,9,119
11556,Iridium 90,2002-02-11,5.0,627.0,642.0,86.57,2002-005B,655.0,1.0,4.06,8.37,True,,385,0,241,546,9,119
11557,Iridium 94,2002-02-11,5.0,648.0,661.0,86.57,2002-005C,655.0,1.0,4.06,8.37,True,5910.251388888889,385,0,241,546,9,119
11558,Iridium 95,2002-02-11,5.0,664.0,681.0,86.58,2002-005D,655.0,1.0,4.06,8.37,True,,385,0,241,546,9,119
11559,Iridium 96,2002-02-11,5.0,626.0,642.0,86.58,2002-005E,655.0,1.0,4.06,8.37,True,6683.0,385,0,241,546,9,119
11561,Echostar VII,2002-02-21,24.0,35780.0,35792.0,0.05,2002-006A,4026.0,3.6,6.0,24.0,False,2140.0,268,0,242,572,16,119
11563,INTELSAT 904,2002-02-23,31.0,35758.0,35813.0,0.01,2002-007A,4680.0,2.8,5.6,31.0,False,,373,49,185,652,16,183
11565,Kosmos-2387,2002-02-25,6.3,165.0,344.0,67.12,2002-008A,6900.0,2.7,6.3,6.3,True,,378,30,225,339,1,116
11567,Envisat,2002-03-01,26.0,784.0,790.0,98.56,2002-009A,8110.0,4.5,10.0,26.0,True,,110,15,303,670,10,131
11569,Columbia (STS-109),2002-03-01,37.3,215.0,574.0,28.47,2002-010A,115243.0,23.8,37.3,37.3,True,11.396527777777777,93,0,231,335,1,136
11570,TDRS 9,2002-03-08,21.0,35767.0,35809.0,8.39,2002-011A,3190.0,3.4,8.4,21.0,False,,2,0,286,486,22,183
11572,GRACE 1,2002-03-17,3.1,482.0,506.0,89.03,2002-012A,475.0,0.8,3.1,3.1,True,,386,9,303,671,6,13
11573,GRACE 2,2002-03-17,3.1,482.0,507.0,89.03,2002-012B,475.0,0.8,3.1,3.1,True,,386,9,303,671,6,13
11575,Kolibri,2001-11-26,2.0,385.0,388.0,51.63,2001-051C,27.0,0.2,0.5,2.0,True,,98,30,304,672,1,196
11576,Progress M1-8,2002-03-21,7.9,388.0,393.0,51.63,2002-013A,7250.0,2.7,7.9,7.9,True,3.872916666666667,98,30,236,618,1,93
11578,Shenzhou 3,2002-03-25,10.0,331.0,336.0,42.4,2002-014A,8400.0,3.2,10.0,10.0,True,7.36875,333,11,262,607,1,179
11580,JCSAT 2A,2002-03-29,21.0,35776.0,35798.0,0.05,2002-015A,2600.0,2.7,3.6,21.0,False,,263,10,286,486,16,119
11581,Astra 3A,2002-03-29,8.0,35780.0,35792.0,0.05,2002-015B,1495.0,2.2,8.0,8.0,False,,387,25,286,547,16,2
11584,INTELSAT 903,2002-03-30,31.0,35774.0,35799.0,0.01,2002-016A,4726.0,2.8,5.6,31.0,True,,373,49,185,652,16,197
11587,Shenzhou 3 Guidao Cang,2002-03-25,4.3,330.0,340.0,42.42,2002-014C,1700.0,2.8,4.3,4.3,True,232.0,333,11,262,608,1,2
11588,Kosmos-2388,2002-04-01,5.0,519.0,39727.0,62.93,2002-017A,1900.0,2.0,4.0,5.0,True,3453.0,59,30,103,227,26,20
11592,Atlantis (STS-110),2002-04-08,37.3,155.0,225.0,51.63,2002-018A,115243.0,23.8,37.3,37.3,True,2.6694444444444443,93,0,231,335,1,141
11593,NSS 7,2002-04-16,26.0,35777.0,35795.0,0.0,2002-019A,4700.0,3.6,6.7,26.0,False,,388,12,242,572,16,138
11595,Soyuz TM-34,2002-04-25,10.6,385.0,396.0,51.63,2002-020A,7120.0,2.7,7.9,7.9,True,2.329861111111111,98,30,107,397,1,93
11597,SPOT 5,2002-05-04,10.0,816.0,818.0,98.75,2002-021A,3000.0,3.1,5.7,10.0,True,,43,6,276,395,10,131
11600,Aqua,2002-05-04,17.0,673.0,686.0,98.18,2002-022A,3078.0,2.5,6.7,17.0,False,,2,0,4,673,10,131
11602,DirecTV-5,2002-05-07,31.0,35775.0,35797.0,0.01,2002-023A,3640.0,2.8,5.6,31.0,False,,331,0,185,429,16,119
11606,Hai Yang 1,2002-05-15,4.0,792.0,792.0,98.8,2002-024A,360.0,1.0,1.0,4.0,True,,389,11,260,596,10,131
11607,Feng Yun 1D,2002-05-15,8.6,851.0,872.0,98.8,2002-024B,950.0,1.4,1.4,8.6,True,,173,11,179,418,10,119
11610,'Ofeq-5,2002-05-28,3.6,367.0,764.0,143.46,2002-025A,300.0,1.2,2.4,3.6,False,,175,24,168,419,15,59
11612,Kosmos-2389,2002-05-28,17.0,949.0,1016.0,82.95,2002-026A,800.0,2.0,2.1,10.0,True,,214,30,175,260,0,178
11614,INTELSAT 905,2002-06-05,31.0,35778.0,35794.0,0.03,2002-027A,4723.0,2.8,5.6,31.0,False,,373,49,185,652,16,183
11616,Endeavour (STS-111),2002-06-05,37.3,381.0,389.0,51.64,2002-028A,116520.0,23.8,37.3,37.3,True,2.683333333333333,93,0,231,335,1,136
11617,Ekspress A1R,2002-06-10,27.0,36102.0,36171.0,0.21,2002-029A,2600.0,2.0,2.0,27.0,True,,390,30,205,514,18,20
11621,Galaxy 3C,2002-06-15,47.8,35785.0,35788.0,0.05,2002-030A,4850.0,3.3,7.0,47.8,False,1479.0,172,0,286,641,16,119
11625,Iridium 97,2002-06-20,5.0,658.0,670.0,86.59,2002-031A,655.0,1.0,4.06,8.37,True,6399.729166666667,385,0,241,546,9,119
11626,Iridium 98,2002-06-20,5.0,658.0,667.0,86.58,2002-031B,655.0,1.0,4.06,8.37,True,5909.2763888888885,385,0,241,546,9,119
11628,NOAA 17,2002-06-24,7.0,806.0,822.0,98.78,2002-032A,1403.0,1.9,4.2,7.0,True,,69,0,8,360,10,131
11629,Progress M-46,2002-06-26,7.9,269.0,277.0,51.63,2002-033A,7290.0,2.7,7.9,7.9,True,3.265972222222222,98,30,236,439,1,93
11631,Contour,2002-07-03,2.0,204.0,106692.0,29.87,2002-034A,435.0,2.0,2.0,2.0,True,43.61805555555556,391,0,6,674,5,14
11634,Stellat 5,2002-07-05,37.0,35772.0,35801.0,0.01,2002-035A,4050.0,2.4,5.5,37.0,False,27.0,392,6,254,648,16,119
11635,N-Star c,2002-07-05,12.6,35816.0,36165.0,0.05,2002-035B,1645.0,1.5,3.3,12.6,True,,393,10,305,675,18,168
11638,Kosmos-2390,2002-07-08,7.0,1468.0,1507.0,82.48,2002-036A,225.0,0.8,1.6,7.0,False,,378,30,205,384,0,178
11639,Kosmos-2391,2002-07-08,7.0,1468.0,1509.0,82.49,2002-036B,225.0,0.8,1.6,7.0,False,,378,30,205,384,0,178
11641,Kosmos-2392,2002-07-25,5.7,1512.0,1840.0,63.46,2002-037A,6000.0,2.3,3.0,5.7,True,,343,30,54,676,0,20
11647,Hot Bird 6,2002-08-21,37.9,35734.0,35836.0,0.04,2002-038A,3905.0,2.5,5.5,37.9,True,3480.0,375,6,254,648,16,119
11649,Echostar VIII,2002-08-22,31.0,35773.0,35830.0,0.08,2002-039A,4685.0,2.8,5.0,31.0,True,,268,0,185,429,18,119
11654,Atlantic Bird 1,2002-08-28,19.0,35776.0,35795.0,0.06,2002-040A,2700.0,2.1,2.8,19.0,True,3473.0,375,6,181,649,16,119
11655,Meteosat 8,2002-08-28,3.2,35775.0,35798.0,1.21,2002-040B,2010.0,3.2,2.4,3.2,False,,171,23,254,677,16,2
11658,INTELSAT 906,2002-09-06,31.0,35776.0,35797.0,0.01,2002-041A,4723.0,2.8,5.6,31.0,False,,373,49,185,652,16,183
11660,USERS,2002-09-10,15.5,474.0,489.0,30.41,2002-042A,400.0,1.4,1.4,1.4,True,1739.0,394,10,123,678,1,0
11661,Kodama,2002-09-10,17.0,35780.0,35793.0,0.1,2002-042B,2800.0,2.4,2.2,17.0,True,,112,10,123,679,16,119
11666,KALPANA-1,2002-09-12,5.0,35771.0,35801.0,0.48,2002-043A,1060.0,2.0,2.0,5.0,True,,109,14,117,482,16,131
11668,Hispasat 1D,2002-09-18,29.0,35774.0,35799.0,0.04,2002-044A,3250.0,2.5,4.2,29.0,False,4913.0,223,13,254,580,16,119
11670,Progress M1-9,2002-09-25,7.9,280.0,326.0,51.64,2002-045A,7250.0,2.7,7.9,7.9,True,4.708333333333333,98,30,236,618,1,93
11672,Nadezhda-M,2002-09-26,17.0,965.0,1016.0,82.93,2002-046A,870.0,2.1,5.0,17.0,True,,395,30,175,680,0,178
11674,Atlantis (STS-112),2002-10-07,37.3,220.0,241.0,51.63,2002-047A,116535.0,23.8,37.3,37.3,True,2.636111111111111,93,0,231,335,1,141
11675,Integral,2002-10-17,16.0,2285.0,152813.0,52.16,2002-048A,3954.0,3.2,6.0,16.0,False,,110,15,181,610,14,198
11679,Zi Yuan-2 02 xing,2002-10-27,9.8,470.0,483.0,97.4,2002-049A,1450.0,2.0,1.8,9.8,True,,335,11,84,605,12,131
11681,Soyuz TMA-1,2002-10-30,10.6,383.0,402.0,51.64,2002-050A,7200.0,2.7,7.9,7.9,True,2.2083333333333335,98,30,107,681,1,93
11683,Eutelsat W5,2002-11-20,29.0,35783.0,35796.0,0.11,2002-051A,3170.0,2.5,4.6,29.0,True,3389.0,375,6,254,580,16,119
11685,Endeavour (STS-113),2002-11-24,37.3,378.0,397.0,51.64,2002-052A,116458.0,23.8,37.3,37.3,True,1.9159722222222222,93,0,231,335,1,136
11686,Astra 1K,2002-11-25,30.0,142.0,288.0,51.59,2002-053A,5250.0,4.0,5.0,30.0,True,15.05486111111111,177,25,254,682,1,131
