,LDate,Span,Perigee,Inc,mass(kg),length(m),height(m),depth(m),Days,OwnerF,StateF,ManufacturerF,BusF,OpOrbitF,shapeF,DateN
13876,2013-06-11,17.0,262.0,42.78,8082.0,3.2,9.3,17.0,2.2159722222222222,333,11,262,607,1,20,19967.0
13890,2013-06-11,4.3,332.0,42.79,1842.0,2.8,2.3,4.3,173.3076388888889,333,11,84,608,1,20,19967.0
13911,2013-07-27,7.9,413.0,51.65,7283.0,2.7,7.9,7.9,1.101388888888889,98,30,236,439,1,234,20013.0
13913,2013-08-03,9.8,281.0,51.64,15400.0,4.4,9.8,9.8,6.473611111111111,436,10,399,815,1,2,20020.0
13922,2013-08-29,25.5,245.0,3.45,6310.0,2.2,7.2,25.5,1805.0,620,72,185,911,17,119,20046.0
13932,2013-09-07,2.4,200.0,37.57,383.0,1.9,2.4,2.4,0.8375,44,0,395,914,14,245,20055.0
13943,2013-09-18,10.5,387.0,51.63,4127.0,2.9,5.1,10.5,11.458333333333334,609,0,305,53,1,20,20066.0
13948,2013-09-25,10.6,195.0,51.67,7100.0,2.7,7.9,10.6,1.1145833333333333,98,30,107,834,1,70,20073.0
13969,2013-10-29,4.0,511.0,97.55,2000.0,1.5,2.0,4.0,2717.0243055555557,335,11,337,807,12,119,20107.0
13972,2013-11-05,6.0,845.0,19.42,1350.0,1.5,1.5,6.0,11.627083333333333,109,14,139,921,14,246,20114.0
13974,2013-11-07,10.6,416.0,51.65,7100.0,2.7,7.9,10.6,0.4354166666666667,98,30,107,834,1,70,20116.0
13979,2013-11-18,11.4,193.0,27.68,2454.0,2.0,2.3,11.4,1.1576388888888889,2,0,229,604,3,119,20127.0
13983,2013-11-20,0.2,498.0,40.51,1.0,0.1,0.1,0.2,337.0,465,0,377,699,1,47,20129.0
13985,2013-11-20,0.1,496.0,40.53,1.0,0.1,0.1,0.1,449.0,626,0,488,699,1,23,20129.0
13987,2013-11-20,0.5,499.0,40.51,4.0,0.1,0.3,0.5,774.0,535,0,457,701,1,92,20129.0
13991,2013-11-20,0.1,497.0,40.51,1.0,0.1,0.1,0.1,753.0,536,0,240,838,1,23,20129.0
13992,2013-11-20,0.1,497.0,40.51,1.0,0.1,0.1,0.1,752.0,536,0,240,838,1,23,20129.0
13993,2013-11-20,0.5,499.0,40.51,4.0,0.1,0.3,0.5,2168.0,629,0,372,701,1,92,20129.0
13994,2013-11-20,0.1,498.0,40.52,1.0,0.1,0.1,0.1,739.0,536,0,240,838,1,23,20129.0
13995,2013-11-20,0.1,498.0,40.53,1.0,0.1,0.1,0.1,750.0,536,0,240,838,1,23,20129.0
13997,2013-11-20,0.5,498.0,40.53,4.0,0.1,0.3,0.5,499.0,628,0,6,701,1,92,20129.0
14002,2013-11-20,0.1,499.0,40.51,1.0,0.1,0.1,0.1,741.0,536,0,240,838,1,23,20129.0
14003,2013-11-20,0.1,497.0,40.53,1.0,0.1,0.1,0.1,753.0,634,0,493,699,1,23,20129.0
14006,2013-11-20,2.1,500.0,40.51,1.0,0.1,0.1,2.1,485.0,637,0,495,699,1,247,20129.0
14007,2013-11-20,0.1,497.0,40.53,1.0,0.1,0.1,0.1,752.0,536,0,240,838,1,23,20129.0
14037,2013-11-21,0.0,590.0,97.8,1.0,0.1,0.1,0.1,1640.0,584,0,459,928,10,23,20130.0
14055,2013-11-25,7.9,383.0,51.66,7283.0,2.7,7.9,7.9,4.9375,98,30,236,439,1,234,20134.0
14057,2013-12-01,10.0,210.0,28.5,3780.0,1.7,2.2,10.0,1.3944444444444444,239,11,84,508,7,250,20140.0
14076,2013-12-19,9.5,344.0,14.98,1934.0,3.0,4.0,9.5,0.98125,110,15,276,931,7,251,20158.0
14097,2014-01-09,10.5,406.0,51.63,4750.0,2.9,5.1,10.5,3.463888888888889,609,0,305,53,1,20,20179.0
14101,2014-02-05,7.9,413.0,51.65,7283.0,2.7,7.9,7.9,0.9319444444444445,98,30,236,439,1,234,20206.0
14107,2014-01-09,0.3,411.0,51.65,4.25,0.1,0.3,0.3,126.0,648,0,506,701,1,119,20179.0
14109,2014-01-09,0.3,410.0,51.64,4.25,0.1,0.3,0.3,136.0,648,0,506,701,1,119,20179.0
14110,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,160.0,648,0,506,701,1,119,20179.0
14112,2014-01-09,0.3,408.0,51.65,4.25,0.1,0.3,0.3,157.0,648,0,506,701,1,119,20179.0
14113,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,148.0,648,0,506,701,1,119,20179.0
14114,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,136.0,648,0,506,701,1,119,20179.0
14118,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,178.0,648,0,506,701,1,119,20179.0
14122,2014-01-09,0.3,412.0,51.65,4.25,0.1,0.3,0.3,174.0,648,0,506,701,1,119,20179.0
14124,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,132.0,648,0,506,701,1,119,20179.0
14125,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,162.17291666666668,648,0,506,701,1,119,20179.0
14128,2014-01-09,0.3,409.0,51.64,4.25,0.1,0.3,0.3,130.0,648,0,506,701,1,119,20179.0
14130,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,136.0,648,0,506,701,1,119,20179.0
14131,2014-01-09,0.3,408.0,51.65,4.25,0.1,0.3,0.3,147.0,648,0,506,701,1,119,20179.0
14132,2014-01-09,0.3,408.0,51.65,4.25,0.1,0.3,0.3,145.0,648,0,506,701,1,119,20179.0
14134,2014-01-09,0.3,408.0,51.66,4.25,0.1,0.3,0.3,182.0,648,0,506,701,1,119,20179.0
14135,2014-01-09,0.3,399.0,51.64,4.25,0.1,0.3,0.3,158.0,648,0,506,701,1,119,20179.0
14136,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,166.0,648,0,506,701,1,119,20179.0
14137,2014-01-09,0.3,409.0,51.65,4.25,0.1,0.3,0.3,152.0,648,0,506,701,1,119,20179.0
14138,2014-01-09,0.2,405.0,51.68,2.0,0.1,0.2,0.2,114.02986111111112,639,0,497,749,1,23,20179.0
14140,2014-01-09,0.2,406.0,51.65,1.0,0.1,0.1,0.2,303.0,670,0,523,699,1,92,20179.0
14149,2014-02-27,0.4,384.0,65.02,22.0,0.3,0.4,0.4,240.0,676,10,529,936,1,23,20228.0
14150,2014-02-27,0.2,384.0,65.01,1.0,0.1,0.1,0.2,187.0,677,10,530,699,1,23,20228.0
14158,2014-03-22,23.0,35777.0,0.13,2938.0,2.5,4.7,23.0,710.0,428,20,305,848,16,119,20251.0
14164,2014-03-25,10.6,417.0,51.63,7100.0,2.7,7.9,10.6,2.995138888888889,98,30,107,834,1,70,20254.0
14177,2014-04-09,7.9,374.0,51.64,7290.0,2.7,7.9,7.9,0.8847222222222222,98,30,236,439,1,234,20269.0
14184,2014-04-18,16.5,310.0,51.65,9700.0,3.7,5.3,16.5,2.4680555555555554,524,0,412,830,1,237,20278.0
14185,2014-04-18,0.3,294.0,51.65,5.0,0.1,0.3,0.3,47.0,44,0,395,701,1,119,20278.0
14187,2014-04-18,0.6,299.0,51.65,5.0,0.1,0.6,0.6,38.09791666666667,679,0,533,701,1,119,20278.0
14188,2014-04-18,0.1,294.0,51.65,1.0,0.1,0.1,0.1,27.0,44,0,395,699,1,23,20278.0
14189,2014-04-18,0.3,296.0,51.64,2.68,0.1,0.3,0.3,26.0,680,0,534,701,1,23,20278.0
14216,2014-05-28,10.6,197.0,51.63,7220.0,2.7,7.9,10.6,1.0722222222222222,98,30,107,834,1,70,20318.0
14225,2014-06-19,3.0,597.0,97.99,300.0,1.2,1.3,3.0,422.0,684,13,539,947,10,125,20340.0
14262,2014-06-30,7.0,642.0,98.26,712.0,2.0,2.7,7.0,155.0,43,6,291,885,10,125,20351.0
14289,2014-07-13,10.5,386.0,51.64,5035.0,2.9,5.1,10.5,3.441666666666667,609,0,305,53,1,20,20364.0
14297,2014-07-18,6.5,251.0,64.88,6070.0,2.4,6.5,6.5,45.3875,290,30,230,387,1,234,20369.0
14299,2014-07-23,7.9,411.0,51.64,7290.0,2.7,7.9,7.9,1.1465277777777778,98,30,236,439,1,234,20374.0
14302,2014-07-29,22.3,329.0,51.64,19926.0,4.5,9.8,22.3,14.5625,110,15,330,842,1,12,20380.0
14313,2014-02-05,0.1,412.0,51.64,1.0,0.1,0.1,0.1,1.0,700,73,553,699,1,23,20206.0
14322,2014-07-13,0.3,411.0,51.64,4.5,0.1,0.3,0.3,153.0,648,0,506,701,1,119,20364.0
14327,2014-07-13,0.3,409.0,51.64,4.5,0.1,0.3,0.3,244.0,648,0,506,701,1,119,20364.0
14333,2014-07-13,0.3,409.0,51.65,4.5,0.1,0.3,0.3,187.0,648,0,506,701,1,119,20364.0
14345,2014-09-21,16.5,203.0,51.68,9700.0,3.7,5.3,16.5,2.452777777777778,524,0,412,830,1,237,20434.0
14348,2014-09-25,10.6,169.0,52.06,7220.0,2.7,7.9,10.6,1.0909722222222222,98,30,107,834,1,70,20438.0
14372,2011-01-28,1.9,411.0,51.64,106.0,1.2,0.5,1.9,3.0,98,30,107,53,1,47,19102.0
14383,2014-10-29,7.9,258.0,51.65,7290.0,2.7,7.9,7.9,0.5472222222222223,98,30,236,439,1,234,20472.0
14400,2014-11-23,10.6,407.0,51.65,7220.0,2.7,7.9,10.6,1.1166666666666667,98,30,107,834,1,70,20497.0
14405,2014-12-03,6.0,245.0,29.89,600.0,1.0,1.6,6.0,0.5569444444444445,435,10,347,694,3,244,20507.0
14410,2014-12-05,5.0,-32.0,28.76,9400.0,5.0,3.5,5.0,0.6868055555555556,93,0,559,967,2,0,20509.0
14446,2015-01-10,16.5,345.0,51.65,9688.0,3.7,5.3,16.5,2.4541666666666666,524,0,412,830,1,237,20545.0
14465,2015-02-11,7.0,187.0,37.03,570.0,1.37,1.87,7.0,1.55,69,0,564,971,7,257,20577.0
14467,2015-02-17,7.9,186.0,51.65,7290.0,2.7,7.9,7.9,0.70625,98,30,236,439,1,234,20583.0
14480,2015-01-10,0.3,394.0,51.64,4.5,0.1,0.3,0.3,39.0,648,0,506,701,1,119,20545.0
14481,2015-01-10,0.3,394.0,51.64,4.5,0.1,0.3,0.3,39.0,648,0,506,701,1,119,20545.0
14490,2015-03-13,112.0,565.0,28.81,1360.0,3.6,1.2,112.0,748.6527777777778,2,0,22,973,11,58,20607.0
14505,2015-03-27,10.6,198.0,51.61,7216.0,2.7,7.9,10.6,1.0645833333333334,98,30,107,834,1,70,20621.0
14519,2015-04-14,16.5,384.0,51.64,9810.0,3.7,5.3,16.5,3.454861111111111,524,0,412,830,1,237,20639.0
14529,2015-04-28,7.9,183.0,51.64,7290.0,2.7,7.9,7.9,10.097222222222221,98,30,236,439,1,234,20653.0
14554,2015-07-03,7.9,261.0,51.63,7290.0,2.7,7.9,7.9,2.2993055555555557,98,30,236,439,1,234,20719.0
14562,2015-04-14,0.3,396.0,51.65,4.5,0.1,0.3,0.3,326.0,648,0,506,701,1,119,20639.0
14566,2015-04-14,0.3,396.0,51.64,4.5,0.1,0.3,0.3,459.0,648,0,506,701,1,119,20639.0
14567,2015-04-14,0.3,396.0,51.65,4.5,0.1,0.3,0.3,435.70625,648,0,506,701,1,119,20639.0
14568,2015-04-14,0.3,395.0,51.65,4.5,0.1,0.3,0.3,433.0,648,0,506,701,1,119,20639.0
14576,2015-04-14,0.3,398.0,51.64,4.5,0.1,0.3,0.3,300.0,648,0,506,701,1,119,20639.0
14584,2015-07-22,10.6,400.0,51.65,7216.0,2.7,7.9,10.6,1.1145833333333333,98,30,107,834,1,70,20738.0
14595,2015-08-19,9.8,244.0,51.68,16138.0,4.4,9.8,9.8,5.436111111111111,436,10,399,815,1,2,20766.0
14607,2015-09-02,10.6,238.0,51.64,7212.0,2.7,7.9,10.6,2.31875,98,30,107,834,1,70,20780.0
14641,2015-09-25,0.3,466.0,97.31,2.9,0.114,0.34299999999999997,0.34299999999999997,1982.0,739,11,577,701,12,23,20803.0
14642,2015-09-25,0.2,466.0,97.32,1.7,0.114,0.239,0.239,2014.0,739,11,577,749,12,23,20803.0
14647,2015-09-28,0.2,630.0,6.0,5.5,0.2,0.2,0.2,1646.0,577,3,320,832,24,23,20806.0
14659,2015-10-01,7.9,308.0,51.64,7290.0,2.7,7.9,7.9,0.9527777777777777,98,30,236,439,1,234,20809.0
14664,2015-08-19,0.3,395.0,51.64,4.0,0.1,0.3,0.3,426.50069444444443,649,46,507,701,1,23,20766.0
14666,2015-08-19,0.3,398.0,51.64,5.0,0.1,0.3,0.3,410.77986111111113,648,0,506,701,1,119,20766.0
14670,2015-08-19,0.3,396.0,51.65,5.0,0.1,0.3,0.3,369.0,648,0,506,701,1,119,20766.0
14720,2015-12-03,2.3,215.0,5.97,1906.0,2.3,1.0,2.3,9.772222222222222,110,15,291,994,24,2,20872.0
14722,2015-12-05,4.4,685.0,98.18,1391.0,2.6,1.3,4.4,3.2381944444444444,418,30,589,879,10,131,20874.0
14725,2015-12-06,10.5,404.0,51.65,7492.0,2.9,6.4,10.5,3.4715277777777778,609,0,305,995,1,20,20875.0
14736,2015-12-15,10.6,321.0,51.65,7220.0,2.7,7.9,10.6,0.73125,98,30,107,834,1,70,20884.0
14749,2015-12-21,7.9,270.0,51.64,7290.0,2.7,7.9,7.9,2.435416666666667,98,30,236,439,1,234,20890.0
14777,2015-12-06,0.8,399.0,51.64,51.0,0.4,0.8,0.8,53.0,505,0,398,999,1,23,20875.0
14804,2016-03-14,17.5,750.0,51.51,4332.0,2.0,3.2,17.5,1.176388888888889,110,15,596,1002,3,119,20974.0
14807,2016-03-18,10.6,202.0,51.67,7220.0,2.7,7.9,10.6,1.1319444444444444,98,30,107,834,1,70,20978.0
14809,2016-03-23,10.5,234.0,51.65,7492.0,2.9,6.4,10.5,3.4520833333333334,609,0,305,995,1,20,20983.0
14814,2016-03-31,7.9,264.0,51.64,7290.0,2.7,7.9,7.9,2.748611111111111,98,30,236,439,1,234,20991.0
14816,2016-04-05,1.7,233.0,42.89,850.0,1.7,1.7,1.7,13.354166666666666,239,11,84,408,1,77,20996.0
14820,2016-04-08,16.5,209.0,51.66,10743.0,3.7,5.3,16.5,2.4743055555555555,524,0,412,830,1,237,20999.0
14842,2015-12-06,0.3,397.0,51.64,5.0,0.1,0.3,0.3,517.0,759,0,600,701,1,119,20875.0
14844,2015-12-06,0.1,398.0,51.64,1.0,0.1,0.1,0.1,502.0,760,0,601,699,1,23,20875.0
14895,2016-03-23,0.3,399.0,51.64,5.0,0.1,0.3,0.3,559.0,648,0,506,701,1,119,20983.0
14909,2016-03-23,0.3,397.0,51.64,5.0,0.1,0.3,0.3,718.0,648,0,506,701,1,119,20983.0
14943,2016-03-23,0.3,387.0,51.64,4.0,0.1,0.3,0.3,459.0,741,0,580,701,1,23,20983.0
15012,2016-08-15,2.0,483.0,97.35,100.0,0.3,1.7,2.0,4.0,771,11,327,53,12,23,21128.0
15025,2016-03-23,0.3,397.0,51.64,5.0,0.1,0.3,0.3,946.0,648,0,506,701,1,119,20983.0
15028,2016-09-15,18.4,369.0,42.79,8600.0,3.3,10.4,18.4,1037.548611111111,333,11,84,859,1,117,21159.0
15031,2016-03-23,0.3,398.0,51.64,5.0,0.1,0.3,0.3,959.0,648,0,506,701,1,119,20983.0
15044,2016-03-23,0.3,398.0,51.64,5.0,0.1,0.3,0.3,913.0,648,0,506,701,1,119,20983.0
15059,2016-10-16,17.0,334.0,42.78,8082.0,3.2,9.3,17.0,2.808333333333333,333,11,262,607,1,20,21190.0
15065,2016-10-17,10.5,209.0,51.61,6173.0,2.9,6.4,10.5,6.477777777777778,609,0,305,995,1,20,21191.0
15067,2016-10-19,10.6,287.0,51.64,7218.0,2.7,7.9,10.6,2.411111111111111,98,30,107,1019,1,70,21193.0
15069,2016-09-15,0.4,374.0,42.79,47.0,0.4,0.4,0.4,1033.0,482,11,327,53,1,23,21159.0
15095,2016-11-17,10.6,317.0,51.64,7218.0,2.7,7.9,10.6,2.915277777777778,98,30,107,1019,1,70,21222.0
15098,2016-10-16,4.3,375.0,42.78,1842.0,2.8,2.3,4.3,1451.5708333333334,333,11,84,608,1,20,21190.0
15109,2016-12-09,9.8,276.0,51.65,16138.0,4.4,9.8,9.8,4.442361111111111,436,10,399,815,1,2,21244.0
15138,2016-12-09,0.1,396.0,51.64,0.75,0.09300000000000001,0.127,0.127,313.0,789,20,622,1031,1,2,21244.0
15140,2016-12-09,0.1,397.0,51.64,1.0,0.1,0.1,0.1,755.0,674,10,527,699,1,23,21244.0
15144,2016-12-09,0.6,396.0,51.64,4.0,0.1,0.3,0.6,157.0,413,10,321,701,1,191,21244.0
15146,2016-12-09,0.2,398.0,51.64,2.0,0.1,0.2,0.2,692.0,790,10,623,749,1,23,21244.0
15150,2016-12-09,0.1,394.0,51.64,0.75,0.09300000000000001,0.127,0.127,398.0,791,0,624,1031,1,2,21244.0
15178,2017-02-19,16.5,357.0,51.63,10000.0,3.7,5.3,16.5,4.447222222222222,524,0,412,830,1,237,21316.0
15184,2017-02-22,7.9,173.0,51.6,6047.0,2.7,7.9,7.9,2.3541666666666665,98,30,236,439,1,234,21319.0
15226,2017-04-18,10.5,395.0,51.64,7221.0,2.9,6.4,10.5,4.420138888888889,609,0,305,995,1,20,21374.0
15227,2017-04-20,10.6,399.0,51.64,7218.0,2.7,7.9,10.6,0.5541666666666667,98,30,107,1019,1,70,21376.0
15229,2017-04-20,9.0,367.0,42.78,12910.0,3.35,9.0,9.0,2.1777777777777776,333,11,84,1035,1,117,21376.0
15248,2017-04-18,0.2,397.0,51.63,2.0,0.1,0.2,0.2,681.0,795,34,626,749,1,23,21374.0
15256,2017-04-18,0.2,401.0,51.64,2.0,0.1,0.2,0.2,679.0,799,22,630,749,1,23,21374.0
15258,2017-04-18,0.9,401.0,51.64,4.0,0.1,0.6,0.9,964.0,800,0,631,1036,1,92,21374.0
15260,2017-04-18,0.2,402.0,51.65,2.0,0.1,0.2,0.2,775.0,801,45,633,749,1,23,21374.0
15261,2017-04-18,0.2,401.0,51.63,2.0,0.1,0.2,0.2,523.0,220,31,261,749,1,23,21374.0
15265,2017-04-18,0.2,400.0,51.64,2.0,0.1,0.2,0.2,682.0,804,6,636,749,1,23,21374.0
15268,2017-04-18,0.2,398.0,51.64,2.0,0.1,0.2,0.2,481.0,805,0,251,749,1,23,21374.0
15269,2017-04-18,0.2,398.0,51.65,2.0,0.1,0.2,0.2,823.0,739,11,577,749,1,23,21374.0
15273,2017-04-18,0.2,399.0,51.64,2.5,0.1,0.2,0.2,737.0,808,45,639,749,1,23,21374.0
15274,2017-04-18,0.2,397.0,51.64,2.0,0.1,0.2,0.2,712.0,809,31,640,749,1,23,21374.0
15276,2017-04-18,0.2,400.0,51.64,2.0,0.1,0.2,0.2,669.0,810,13,641,749,1,23,21374.0
15278,2017-04-18,0.2,397.0,51.63,2.0,0.1,0.2,0.2,702.0,812,7,643,749,1,23,21374.0
15279,2017-04-18,0.2,398.0,51.64,2.0,0.1,0.2,0.2,585.0,813,7,644,749,1,23,21374.0
15280,2017-04-18,0.2,397.0,51.63,2.0,0.1,0.2,0.2,658.0,695,36,548,749,1,23,21374.0
15281,2017-04-18,0.2,398.0,51.64,2.0,0.1,0.2,0.2,695.0,809,31,640,749,1,23,21374.0
15282,2017-04-18,0.2,397.0,51.64,2.0,0.1,0.2,0.2,575.0,814,3,645,749,1,23,21374.0
15283,2017-04-18,0.2,397.0,51.64,2.0,0.1,0.2,0.2,799.0,768,11,607,749,1,23,21374.0
15284,2017-04-18,0.2,395.0,51.63,2.0,0.1,0.2,0.2,739.0,815,34,646,749,1,23,21374.0
15298,2017-06-03,16.5,401.0,51.64,10000.0,3.7,5.3,16.5,2.577777777777778,524,0,412,830,1,237,21420.0
15322,2017-06-14,7.9,401.0,51.64,7290.0,2.7,7.9,7.9,2.484027777777778,98,30,236,439,1,234,21431.0
15360,2017-06-23,3.0,496.0,97.45,4.0,0.1,0.3,3.0,72.06041666666667,730,2,572,701,12,139,21440.0
15418,2017-07-28,10.6,400.0,51.64,7220.0,2.7,7.9,10.6,0.9125,98,30,107,1019,1,70,21475.0
15423,2017-04-20,0.3,386.0,42.79,4.0,0.1,0.3,0.3,721.0,833,11,655,701,1,23,21376.0
15424,2017-08-14,16.5,400.0,51.64,10600.0,3.7,5.3,16.5,2.438888888888889,524,0,412,830,1,237,21492.0
15439,2017-06-23,1.0,650.0,97.92,50.0,0.5,0.5,0.5,811.0,681,30,536,943,10,23,21440.0
15440,2017-08-26,0.1,388.0,24.52,2.0,0.1,0.1,0.1,21.0,783,0,240,838,20,23,21504.0
15441,2017-08-26,0.1,384.0,24.53,2.0,0.1,0.1,0.1,37.0,783,0,240,838,20,23,21504.0
15448,2017-09-12,10.6,402.0,51.64,7218.0,2.7,7.9,10.6,1.1215277777777777,98,30,107,1019,1,70,21521.0
15482,2017-10-14,7.9,306.0,51.64,7428.0,2.7,7.9,7.9,2.4611111111111112,98,30,236,439,1,234,21553.0
15509,2017-11-12,10.5,198.0,51.59,7000.0,2.9,6.4,10.5,2.4194444444444443,609,0,305,995,1,20,21582.0
15521,2017-08-14,0.3,400.0,51.64,12.0,0.2,0.3,0.3,984.0,847,0,5,950,1,23,21492.0
15561,2017-12-15,16.5,303.0,51.76,10600.0,3.7,5.3,16.5,2.45625,524,0,412,830,1,237,21615.0
15565,2017-12-17,10.6,254.0,51.64,7220.0,2.7,7.9,10.6,2.3604166666666666,98,30,107,1019,1,70,21617.0
15610,2018-01-12,0.6,327.0,97.22,120.0,0.6,0.6,0.6,1050.0,855,14,117,845,12,23,21643.0
15652,2018-01-21,0.3,288.0,82.93,6.0,0.1,0.3,0.3,609.0,648,0,506,701,1,23,21652.0
15663,2018-01-25,39.3,9001.0,13.09,4423.0,3.0,5.4,39.3,219.0,515,2,276,1038,8,119,21656.0
15683,2018-02-03,0.3,187.0,30.9,3.0,0.1,0.3,0.3,199.0,413,10,321,701,0,23,21665.0
15690,2018-02-06,3.9,180.0,29.02,1000.0,1.1,3.9,3.9,1.4673611111111111,524,0,685,1065,4,23,21668.0
15696,2018-02-13,7.9,318.0,51.64,7430.0,2.7,7.9,7.9,2.4430555555555555,98,30,236,439,1,234,21675.0
15699,2018-02-22,6.0,500.0,97.46,350.0,1.5,1.5,6.0,919.0,876,0,686,1066,12,119,21684.0
15716,2018-03-21,10.6,311.0,51.64,7220.0,2.7,7.9,10.6,2.8194444444444446,98,30,107,1019,1,70,21711.0
15739,2018-04-02,16.5,391.0,51.64,10500.0,3.7,5.3,16.5,2.4444444444444446,524,0,412,830,1,237,21723.0
15759,2018-04-18,3.7,258.0,29.59,362.0,1.2,1.5,3.7,1.6666666666666667,2,0,688,689,14,150,21739.0
15771,2018-05-05,0.8,115.0,63.54,13.5,0.2,0.3,0.8,0.9118055555555555,8,0,5,950,3,228,21756.0
15774,2018-04-02,0.1,400.0,51.64,1.0,0.1,0.1,0.1,702.0,878,90,689,699,1,23,21723.0
15775,2018-04-02,0.1,396.0,51.66,1.0,0.1,0.1,0.1,1000.0,879,91,690,699,1,23,21723.0
15776,2018-04-02,0.3,402.0,51.64,4.0,0.1,0.3,0.3,801.0,513,34,403,701,1,23,21723.0
15779,2018-05-05,0.8,115.0,63.54,13.5,0.2,0.3,0.8,0.9118055555555555,8,0,5,950,3,228,21756.0
15780,2018-05-05,6.0,115.0,63.54,694.0,1.6,1.1,6.0,0.9118055555555555,8,0,348,200,3,265,21756.0
15781,2018-05-20,0.5,200.0,28.5,45.0,0.4,0.5,0.5,1.5416666666666667,881,11,482,1072,7,266,21771.0
15783,2018-05-21,10.5,402.0,51.65,7200.0,2.9,6.4,10.5,3.3930555555555557,609,0,305,995,1,20,21772.0
15785,2018-05-20,4.2,394.0,27.5,425.0,1.5,2.0,4.2,1.5416666666666667,239,11,84,889,7,168,21771.0
15786,2018-05-20,0.5,200.0,28.5,45.0,0.4,0.5,0.5,1.5416666666666667,881,11,482,1072,7,266,21771.0
15804,2018-06-06,10.6,273.0,51.64,7220.0,2.7,7.9,10.6,2.542361111111111,98,30,107,1019,1,70,21788.0
15820,2018-06-29,16.5,391.0,51.64,10500.0,3.7,5.3,16.5,3.4541666666666666,524,0,412,830,1,237,21811.0
15827,2018-07-09,7.9,367.0,51.65,7430.0,2.7,7.9,7.9,1.0631944444444446,98,30,236,439,1,234,21821.0
15829,2018-05-21,0.1,398.0,51.64,1.2,0.1,0.1,0.1,950.0,884,0,693,699,1,23,21772.0
15830,2018-05-21,0.3,398.0,51.64,0.7,0.1,0.1,0.1,1050.0,558,0,435,701,1,23,21772.0
15831,2018-05-21,0.1,400.0,51.64,1.0,0.1,0.1,0.1,878.0,885,93,694,699,1,23,21772.0
15832,2018-05-21,0.5,399.0,51.64,12.0,0.2,0.3,0.5,947.0,8,0,695,950,1,168,21772.0
15833,2018-05-21,0.8,399.0,51.64,6.0,0.2,0.3,0.8,959.0,886,0,617,950,1,131,21772.0
15834,2018-05-21,0.5,400.0,51.64,10.0,0.2,0.3,0.5,687.0,887,0,696,950,1,168,21772.0
15836,2018-05-21,0.8,399.0,51.64,11.4,0.2,0.4,0.8,920.0,889,0,617,950,1,163,21772.0
15837,2018-05-21,0.1,400.0,51.64,4.0,0.1,0.3,0.3,860.0,890,0,697,699,1,23,21772.0
15871,2018-06-29,0.1,398.0,51.64,1.0,0.1,0.1,0.1,875.0,891,37,452,699,1,23,21811.0
15872,2018-06-29,0.1,396.0,51.65,1.0,0.1,0.1,0.1,875.0,892,39,452,699,1,23,21811.0
15873,2018-06-29,0.1,398.0,51.64,1.0,0.1,0.1,0.1,873.0,893,94,452,699,1,23,21811.0
15876,2018-08-12,3.0,617.0,32.95,685.0,2.3,3.0,3.0,0.4736111111111111,2,0,6,1074,3,186,21855.0
15902,2018-09-22,9.8,276.0,51.64,16138.0,4.4,9.8,9.8,5.481944444444444,436,10,399,815,1,2,21896.0
15923,2018-10-20,6.0,170.0,5.5,4121.0,3.9,1.7,6.0,0.4444444444444444,110,15,291,1079,3,270,21924.0
15961,2018-11-16,7.9,251.0,51.64,7430.0,2.7,7.9,7.9,2.811111111111111,98,30,236,439,1,234,21951.0
15963,2018-11-17,10.5,401.0,51.64,7200.0,2.9,6.4,10.5,2.436111111111111,609,0,305,995,1,20,21952.0
16015,2018-12-03,10.6,193.0,51.63,7219.0,2.7,7.9,10.6,0.73125,98,30,107,1019,1,70,21968.0
16030,2018-12-05,16.5,401.0,51.64,10000.0,3.7,5.3,16.5,3.5145833333333334,524,0,412,830,1,237,21970.0
16087,2018-12-03,2.0,572.0,97.77,3.0,0.1,0.2,2.0,813.0,566,63,447,749,12,139,21968.0
16191,2019-01-24,5.0,268.0,96.6,740.0,1.0,2.0,5.0,180.0,962,14,743,447,12,119,22020.0
16192,2018-12-05,0.8,402.0,51.64,10.0,0.1,0.6,0.8,502.0,590,0,395,1036,1,248,21970.0
16193,2018-12-05,0.3,403.0,51.64,4.0,0.1,0.3,0.3,860.0,427,0,744,701,1,119,21970.0
16194,2018-12-05,0.3,402.0,51.64,4.0,0.1,0.3,0.3,860.0,427,0,744,701,1,119,21970.0
16195,2018-12-05,0.1,402.0,51.64,1.0,0.1,0.1,0.1,830.0,963,46,745,699,1,23,21970.0
16205,2018-11-17,0.3,297.0,51.64,2.68,0.1,0.3,0.3,136.0,44,0,534,701,1,23,21952.0
16216,2019-03-02,4.9,224.0,51.64,13055.0,4.0,4.9,4.9,1.4520833333333334,524,0,412,830,1,63,22057.0
16225,2019-03-14,10.6,245.0,51.64,7218.0,2.7,7.9,10.6,1.042361111111111,98,30,107,1019,1,70,22069.0
